"institution_name","state","control","debt_mdn","earn_mdn_10y","average_cost"
"Interactive College of Technology-Newport","KY",3,"8661",27065,20798
"Interactive College of Technology","TX",3,"5300",27182,18840
"NorthWest Arkansas Community College","AR",1,"5500",43505,10593
"Hodges University","FL",2,"17600",37052,28157
"Nossi College of Art and Design","TN",3,"17708",35113,26846
"Southeastern Technical College","GA",1,"5027",30329,15292
"Worsham College of Mortuary Science","IL",3,"12000",61574,30150
"Bryan University","MO",3,"16999",28725,26177
"IBMC College","CO",3,"7048",34432,26326
"Fortis College-Smyrna","GA",3,"9500",36368,31214
"Yeshiva Gedolah Imrei Yosef D'spinka","NY",2,"PS",36545,18269
"Remington College-Cleveland Campus","OH",2,"9500",31349,27834
"CEM College-Humacao","PR",3,"3700",21033,18485
"Remington College-Fort Worth Campus","TX",2,"9500",31349,31426
"Centura College-Newport News","VA",3,"10054",25930,31875
"Centura College-Norfolk","VA",3,"10054",25930,32531
"Northwest College of Art & Design","WA",3,"29030",31167,30217
"University of Washington-Bothell Campus","WA",1,"12375",78466,24462
"University of Washington-Tacoma Campus","WA",1,"12375",78466,24528
"Pacific College of Health and Science","CA",3,"9500",26209,41495
"Bay Mills Community College","MI",1,"PS",30048,11801
"Fond du Lac Tribal and Community College","MN",1,"9500",45665,18557
"Northwest Indian College","WA",1,"PS",35447,14696
"Provo College","UT",3,"24262",39645,34045
"Southwest College for the Deaf","TX",1,"6250",38382,14687
"Fortis College-Richmond","VA",3,"9396",32754,26643
"Hawaii Community College","HI",1,"6101",34891,15161
"Eastern New Mexico University Ruidoso Branch Community College","NM",1,"11000",38550,11194
"Beacon College","FL",2,"18500",29420,68815
"Estrella Mountain Community College","AZ",1,"4670",44356,17366
"Heartland Community College","IL",1,"5500",40768,15314
"University of the Potomac-Washington DC Campus","DC",3,"7500",34961,21791
"Fortis Institute-Scranton","PA",3,"8063",30224,31149
"Everglades University","FL",2,"18950",47597,36311
"Seminar L'moros Bais Yaakov","NY",2,"PS",24366,23916
"Herzing University-Orlando","FL",2,"11756",36909,26011
"College of Biblical Studies-Houston","TX",2,"14750",39260,20532
"Copper Mountain Community College","CA",1,"9250",33281,16105
"Santiago Canyon College","CA",1,"4500",44956,12617
"Southern California Institute of Technology","CA",3,"10651",53598,33835
"Soka University of America","CA",2,"15250",55017,52758
"Frontier Community College","IL",1,"5500",37533,16961
"Lincoln Trail College","IL",1,"5500",37533,17091
"Wabash Valley College","IL",1,"5500",37533,16639
"Schiller International University","FL",3,"23224",35529,24840
"Coconino Community College","AZ",1,"5500",40420,18426
"Carroll Community College","MD",1,"7769",44349,8611
"Galen College of Nursing-Tampa Bay","FL",3,"16500",61480,35084
"Galen College of Nursing-San Antonio","TX",3,"16500",61480,34745
"Florida National University-Main Campus","FL",3,"16492",33928,33531
"South Texas College","TX",1,"PS",36788,7505
"California State University-Monterey Bay","CA",1,"11000",59247,26017
"Remington College-Memphis Campus","TN",2,"9500",31349,31495
"Capella University","MN",3,"8814",42189,22029
"College of Menominee Nation","WI",2,"PS",25853,16327
"Mech-Tech College","PR",3,"3008",24967,17377
"Pacific College of Health and Science","NY",3,"9500",26209,47478
"Trine University-Regional/Non-Traditional Campuses","IN",2,"18500",57165,21976
"Pennsylvania Highlands Community College","PA",1,"6211",38752,12623
"City College-Altamonte Springs","FL",3,"11147",35994,36105
"Southeast Missouri Hospital College of Nursing and Health Sciences","MO",2,"9860",60918,27592
"Messenger College","TX",2,"27000",29463,26199
"Veeb Nassau County School of Practical Nursing","NY",1,"9500",62185,46071
"New York College of Health Professions","NY",2,"17644",31601,46556
"Northern Career Institute","OH",1,"9500",49073,21888
"Automeca Technical College-Aguadilla","PR",3,"3000",24632,12023
"United Technical Center","WV",1,"PS",49130,11600
"Central California School of Continuing Education","CA",3,"5150",41223,21990
"Jna Institute of Culinary Arts","PA",3,"8208",32286,20438
"Automeca Technical College-Bayamon","PR",3,"3000",24632,12172
"Automeca Technical College-Caguas","PR",3,"3000",24632,12588
"Automeca Technical College-Ponce","PR",3,"3000",24632,12026
"Centura College-Chesapeake","VA",3,"10054",25930,32162
"Northwest Vista College","TX",1,"5500",42490,10864
"Oconee Fall Line Technical College","GA",1,"4688",30899,12105
"York County Community College","ME",1,"5500",44873,14164
"Arkansas State University-Mountain Home","AR",1,"8685",34238,15406
"Columbia Gorge Community College","OR",1,"8778",44440,18278
"Arizona College of Nursing-Tempe","AZ",3,"9500",34657,35067
"New York Conservatory for Dramatic Arts","NY",3,"12000",26921,55473
"Eastern International College-Jersey City","NJ",3,"18499",35008,29693
"Mildred Elley-Pittsfield Campus","MA",3,"12000",38830,29993
"Embry-Riddle Aeronautical University-Worldwide","FL",2,"14250",84131,24015
"Aviation Institute of Maintenance-Norfolk","VA",3,"19500",44173,26469
"Centura College-Richmond Main","VA",3,"10054",25930,30499
"Southeastern College-West Palm Beach","FL",3,"12039",41200,42393
"Klamath Community College","OR",1,"9500",34357,15769
"Strayer University-Maryland","MD",3,"14000",40092,23838
"Cayuga Onondaga BOCES-Practical Nursing Program","NY",1,"7104",45439,38099
"Colegio de Cinematografia Artes y Television","PR",3,"PS",25707,8654
"UPMC Mercy School of Nursing","PA",2,"12000",68337,34135
"Platt College-Ontario","CA",3,"15215",40669,32366
"Delaware College of Art and Design","DE",2,"12000",35036,47250
"Western Governors University","UT",2,"8318",60615,14464
"California Aeronautical University","CA",3,"13354",38361,44854
"Herzing University-New Orleans","LA",2,"11756",36909,26702
"Florida Gulf Coast University","FL",1,"11999",54560,18269
"South Louisiana Community College","LA",1,"7250",31432,15723
"Myotherapy Institute","NE",3,"10712",27531,33766
"Ilisagvik College","AK",1,"PS",39541,9740
"Community College of Baltimore County","MD",1,"8251",43729,13178
"White Earth Tribal and Community College","MN",2,"PS",18044,19169
"Dewey University-Carolina","PR",2,"5000",19761,10826
"River Parishes Community College","LA",1,"7329",37848,15274
"International Baptist College and Seminary","AZ",2,"PS",39556,26104
"University of Connecticut-Waterbury Campus","CT",1,"18610",73997,20917
"University of Connecticut-Avery Point","CT",1,"18610",73997,21603
"University of Connecticut-Stamford","CT",1,"18610",73997,27737
"Baton Rouge Community College","LA",1,"7000",34581,16303
"Professional Golfers Career College","CA",3,"8000",46079,33010
"American InterContinental University-Atlanta","GA",3,"9500",36144,22756
"Eastern West Virginia Community and Technical College","WV",1,"5500",31636,15256
"Aviation Institute of Maintenance-Indianapolis","IN",3,"12663",42759,34729
"Cascadia College","WA",1,"5215",54133,20058
"MDT College of Health Sciences","IL",3,"14250",43946,34271
"The King's University","TX",2,"14250",41471,25128
"Fortis College-Baton Rouge","LA",3,"9500",32886,30272
"Fortis College-Orange Park","FL",3,"9500",28506,29665
"Pacific Islands University","GU",2,"PS",20902,12823
"Rosedale Bible College","OH",2,"4142",35558,19718
"Acupuncture and Massage College","FL",3,"7600",21937,38168
"Aviation Institute of Maintenance-Atlanta","GA",3,"20500",48191,29553
"Remington College-Baton Rouge Campus","LA",2,"9500",31349,28609
"Arkansas State University-Newport","AR",1,"5750",41524,15127
"Atenas University","PR",2,"6600",20231,15338
"Interactive College of Technology","TX",3,"5300",27182,19096
"Pillar College","NJ",2,"17817",45577,33662
"Oregon State University-Cascades Campus","OR",1,"15000",64010,27461
"Smith Chason College","CA",3,"16640",58004,37295
"Texas County Technical College","MO",3,"10026",40843,29729
"Aviation Institute of Maintenance-Kansas City","MO",3,"14805",40743,33008
"Yeshiva Shaarei Torah of Rockland","NY",2,"PS",89548,24095
"American Institute of Alternative Medicine","OH",3,"9500",40805,35639
"Universidad Pentecostal Mizpa","PR",2,"PS",21410,12652
"Caribbean Forensic and Technical College","PR",3,"PS",20691,10996
"Lamar Institute of Technology","TX",1,"8287",38991,14139
"Aviation Institute of Maintenance-Dallas","TX",3,"19500",42375,29979
"Nevada State University","NV",1,"12547",53166,23035
"California State University-Channel Islands","CA",1,"12500",62152,24039
"Franklin W Olin College of Engineering","MA",2,"14287",129455,81486
"Saint Joseph's University - Lancaster","PA",2,"13352",69731,41566
"West Virginia Junior College-Bridgeport","WV",3,"7195",27472,23091
"Interactive College of Technology-Gainesville","GA",3,"8661",27065,19418
"Alaska Christian College","AK",2,"6233",25787,22858
"University of Arkansas Grantham","AR",1,"8491",63496,14752
"Tohono O'odham Community College","AZ",1,"PS",39229,8282
"Faith International University","WA",2,"12500",51006,20793
"Southeastern College-Charleston","SC",3,"9500",30737,41936
"West Coast University-Los Angeles","CA",3,"24145",102672,58637
"Williamson Christian College","TN",2,"PS",37474,28954
"Triangle Tech Inc-Sunbury","PA",3,"12000",45538,27092
"DigiPen Institute of Technology","WA",3,"21163",79878,51366
"Pierpont Community and Technical College","WV",1,"8618",35132,13434
"Dewey University-Hato Rey","PR",2,"5000",19761,11591
"Interactive College of Technology","TX",3,"5300",27182,20950
"Strayer University-Tennessee","TN",3,"14000",40092,23838
"Strayer University-Pennsylvania","PA",3,"14000",40092,23838
"Folsom Lake College","CA",1,"9255",42568,12233
"Baptist University of the Americas","TX",2,"PS",37709,15001
"Culinary Institute Inc","TX",3,"12167",32195,30580
"Escuela Hotelera de San Juan","PR",3,"3500",20854,22831
"Industrial Technical College","PR",3,"PS",17162,9850
"Southeastern College-Columbia","SC",3,"7811",31156,43798
"Mountwest Community and Technical College","WV",1,"5136",28951,15977
"American InterContinental University System","AZ",3,"9500",36144,20949
"American InterContinental University-Houston","TX",3,"9500",36144,25557
"University of California-Merced","CA",1,"12750",64368,37098
"Remington College-North Houston Campus","TX",2,"9500",31349,31141
"Remington College-Nashville Campus","TN",2,"9500",31349,33320
"Central Methodist University-College of Graduate and Extended Studies","MO",2,"13292",48991,20195
"Johnson & Wales University-Charlotte","NC",2,"16334",43418,55989
"Fortis Institute-Port Saint Lucie","FL",3,"9500",32886,31606
"Aviation Institute of Maintenance-Manassas","VA",3,"19500",46441,29124
"Ave Maria University","FL",2,"12000",49520,43220
"Cambridge College of Healthcare & Technology","FL",3,"14656",28190,24010
"ATA Career Education","FL",3,"15834",34577,30619
"Community Christian College","AZ",2,"3668",39217,26533
"Ecclesia College","AR",2,"9000",40650,31344
"Estelle Medical Academy","IL",3,"5657",24290,12300
"John D Rockefeller IV Career Center","WV",1,"9500",43264,23917
"Los Angeles College of Music","CA",3,"17521",31758,50873
"Rosslyn Training Academy of Cosmetology","PR",3,"PS",11998,8267
"SAE Institute of Technology-Nashville","TN",3,"9245",39544,25834
"Universal College of Healing Arts","NE",3,"10303",28865,24310
"Uta Mesivta of Kiryas Joel","NY",2,"PS",31853,21452
"Harrisburg University of Science and Technology","PA",2,"11848",52374,33434
"Blue Ridge Community and Technical College","WV",1,"8000",39293,10779
"United States University","CA",3,"13598",80980,28358
"Joyce University of Nursing and Health Sciences","UT",3,"10470",49841,33321
"New River Community and Technical College","WV",1,"5177",29073,11656
"Georgia Gwinnett College","GA",1,"9000",47730,18033
"Aviator College of Aeronautical Science and Technology","FL",3,"12000",67739,43615
"ATA College","KY",3,"15834",34577,31263
"SUM Bible College and Theological Seminary","CA",2,"13815",35418,24340
"Lemoore College","CA",1,"7480",40292,18119
"Stautzenberger College-Brecksville","OH",3,"13127",34104,24972
"Rasmussen University-Illinois","IL",3,"13000",39080,24447
"Triangle Tech Inc-Bethlehem","PA",3,"12000",53788,28272
"Strayer University-Florida","FL",3,"14000",40092,23838
"CBT Technology Institute-Main Campus","FL",3,"8500",29534,24586
"CBT Technology Institute-Hialeah","FL",3,"8500",29534,18000
"Dewey University-Juana Diaz","PR",2,"5000",19761,11190
"American Public University System","WV",3,"10282",44409,16358
"Gnomon","CA",3,"28332",114785,48010
"Taylor College","FL",3,"19000",60311,30562
"Louisiana Culinary Institute","LA",3,"15250",40359,35243
"Dayton School of Medical Massage","OH",3,"9500",31071,33863
"ATA College","OK",3,"15069",40823,26577
"Visible Music College","TN",2,"9500",35933,31386
"South University-Tampa","FL",3,"13000",34421,33016
"Fortis College-Columbus","OH",3,"9500",36368,33806
"Fortis College-Cincinnati","OH",3,"9500",36368,30689
"Strayer University-Alabama","AL",3,"14000",40092,23838
"Rasmussen University-Wisconsin","WI",3,"13000",39080,24230
"Columbia Southern University","AL",3,"13980",63534,18002
"Southeastern College-Charlotte","NC",3,"9500",31548,42015
"Yeshivas Be'er Yitzchok","NJ",2,"PS",82560,32040
"Yeshiva Toras Chaim","NJ",2,"PS",62526,21574
"Talmudical Seminary of Bobov","NY",2,"PS",22432,18400
"Southwest University at El Paso","TX",3,"14000",29648,23946
"Bryant & Stratton College-Wauwatosa","WI",2,"9500",32568,25392
"Remington College-Houston Southeast Campus","TX",2,"9500",31349,26324
"Remington College-Shreveport Campus","LA",2,"9500",31349,37056
"Escuela De Troqueleria Y Herramentaje","PR",1,"PS",26293,8450
"Fortis Institute-Nashville","TN",3,"9500",32886,36210
"ATA College-Cincinnati","OH",3,"15834",34577,29073
"Galen College of Nursing-Cincinnati","OH",3,"16500",61480,33343
"Chamberlain University-Illinois","IL",3,"16458",92405,36346
"Chamberlain University-Ohio","OH",3,"16458",92405,38833
"Chamberlain University-Arizona","AZ",3,"16458",92405,39034
"Cambridge College of Healthcare & Technology","FL",3,"11125",47792,22460
"Fortis Institute-Pensacola","FL",3,"9122",26652,29865
"Woodland Community College","CA",1,"PS",40042,11798
"Fortis Institute-Birmingham","AL",3,"9500",32886,29880
"Providence Christian College","CA",2,"14500",46264,51852
"South Texas Training Center","TX",3,"3500",29384,14726
"Fortis College-Salt Lake City","UT",3,"11501",34509,32149
"Polytechnic University of Puerto Rico-Orlando","FL",2,"12830",47540,21955
"Strayer University-West Virginia","WV",3,"14000",40092,23838
"University of Minnesota-Rochester","MN",1,"16727",69020,27237
"CBT Technology Institute-Cutler Bay","FL",3,"8500",29534,24772
"Chamberlain University-Florida","FL",3,"16458",92405,34657
"University of Fort Lauderdale","FL",2,"5500",38062,20726
"Aviation Institute of Maintenance-Orlando","FL",3,"24250",53341,28071
"Pacific Rim Christian University","HI",2,"13616",40523,24042
"City Vision University","MO",2,"PS",21123,12568
"Houston International College Cardiotech Ultrasound School","TX",3,"14750",36432,26053
"West Coast University-Orange County","CA",3,"24145",102672,38599
"West Coast University-Ontario","CA",3,"24145",102672,51950
"Fortis College-Indianapolis","IN",3,"12949",34726,34815
"Strayer University-Georgia","GA",3,"14000",40092,23838
"Strayer University-South Carolina","SC",3,"14000",40092,23838
"Strayer University-Texas","TX",3,"14000",40092,23838
"South University-Richmond","VA",3,"13000",34421,33875
"South University-Virginia Beach","VA",3,"13000",34421,33875
"Touro University Worldwide","CA",2,"14437",40803,27755
"Herzing University-Kenosha","WI",2,"11756",36909,23590
"Herzing University-Brookfield","WI",2,"11756",36909,25879
"Texas A&M University-San Antonio","TX",1,"12500",54338,21840
"Strayer University-Global Region","DC",3,"14000",40092,23838
"Fortis College-Columbia","SC",3,"9500",36368,34276
"Johnson & Wales University-Online","RI",2,"16334",43418,25365
"Moreno Valley College","CA",1,"6625",52133,12024
"Norco College","CA",1,"5500",51206,12749
"Dorsey College-Saginaw","MI",3,"9500",29392,31779
"ICPR Junior College","PR",3,"PS",18694,13751
"Hawaii Medical College","HI",3,"10500",38880,41381
"Mildred Elley-New York Campus","NY",3,"12000",38830,29933
"Crestpoint University","AZ",3,"13994",42269,19691
"Carolina College of Biblical Studies","NC",2,"17500",24581,24267
"New York Film Academy","CA",3,"10750",29633,62291
"Keweenaw Bay Ojibwa Community College","MI",1,"PS",22340,13229
"John Paul the Great Catholic University","CA",2,"21500",56930,47492
"University of Connecticut-Hartford Campus","CT",1,"18610",73997,25031
"Ottawa University-Surprise","AZ",2,"12500",55552,51400
"Chamberlain University-Missouri","MO",3,"16458",92405,41617
"Chamberlain University-Texas","TX",3,"16458",92405,39297
"Dewey University-Manati","PR",2,"5000",19761,11572
"South University-Savannah Online","GA",3,"13000",34421,31716
"Criswell College","TX",2,"11803",43185,26555
"Chamberlain University-Georgia","GA",3,"16458",92405,38137
"Chamberlain University-Indiana","IN",3,"16458",92405,41617
"Be'er Yaakov Talmudic Seminary","NY",2,"PS",17360,19351
"Colorado State University Global","CO",1,"14405",76813,18384
"West Coast University-Texas","TX",3,"24145",102672,33502
"Evangel University-James River Assembly of God Church","MO",2,"17495",46573,29251
"Pennsylvania State University-World Campus","PA",1,"19500",63435,27938
"South University-Austin","TX",3,"13000",34421,31666
"Bryant & Stratton College-Online","NY",2,"9500",32568,20558
"Platt College-Riverside","CA",3,"15215",40669,32321
"Florida Institute of Technology-Online","FL",2,"14049",43137,28715
"Rasmussen University-Kansas","KS",3,"13000",39080,24908
"South University-High Point","NC",3,"13000",34421,36215
"Augusta University","GA",1,"13015",48472,22146
"Middle Georgia State University","GA",1,"9500",40863,20189
"Aviation Institute of Maintenance-Las Vegas","NV",3,"20500",48191,31041
"DeVry College of New York","NY",3,"12805",45987,41672
"DeVry University-California","CA",3,"12805",45987,39643
"DeVry University-Georgia","GA",3,"12805",45987,39356
"DeVry University-Illinois","IL",3,"12805",45987,38020
"DeVry University-Virginia","VA",3,"12805",45987,33556
"University of North Georgia","GA",1,"9673",50135,18062
"South Georgia State College","GA",1,"7000",35697,16015
"Arizona College-Mesa","AZ",3,"9500",34657,32204
"Central Georgia Technical College","GA",1,"5500",30848,11885
"Louisiana Delta Community College","LA",1,"7618",30438,13941
"Dorsey College-Dearborn","MI",3,"9500",29392,29357
"University of Florida-Online","FL",1,"14000",71588,17036
"University of Phoenix-Arizona","AZ",3,"16690",37752,19449
"BridgeValley Community & Technical College","WV",1,"5256",36432,10892
"Georgia Military College","GA",1,"5500",39257,18298
"West Coast University-Miami","FL",3,"24145",102672,42172
"Coastal Pines Technical College","GA",1,"PS",30214,9670
"Kennesaw State University","GA",1,"14250",57552,24618
"Milligan University","TN",2,"18800",46641,49850
"Chamberlain University-Nevada","NV",3,"16458",92405,44446
"Chamberlain University-Michigan","MI",3,"16458",92405,27697
"Chamberlain University-New Jersey","NJ",3,"16458",92405,41740
"Emory University-Oxford College","GA",2,"16750",80137,78814
"Southern Regional Technical College","GA",1,"PS",31293,11478
"Fortis College-Cuyahoga Falls","OH",3,"11501",34509,32568
"Jones Technical Institute","FL",2,"6333",24576,26274
"Texas State Technical College","TX",1,"6334",38916,20011
"Arizona College of Nursing-Las Vegas","NV",3,"9500",34657,36044
"Husson University","ME",2,"21500",45025,34073
"Northwest University-Center for Online and Extended Education","WA",2,"15000",54914,30923
"Indiana Wesleyan University-National & Global","IN",2,"14335",59986,22117
"Chamberlain University-North Carolina","NC",3,"16458",92405,27697
"Purdue University Global","IN",1,"11648",36596,17994
"Carolina University","NC",2,"11005",32864,29965
"Purdue University Northwest","IN",1,"13031",48318,16287
"Platt College-Anaheim","CA",3,"15215",40669,31348
"Fortis College-Cutler Bay","FL",3,"12949",34726,33580
"Galen College of Nursing-ARH","KY",3,"16500",61480,34063
"EDP University of Puerto Rico-Villalba","PR",2,"10500",22844,14835
"Chamberlain University-Louisiana","LA",3,"16458",92405,41617
"Drury University-College of Continuing Professional Studies","MO",2,"13000",40694,19985
"Indiana Institute of Technology-College of Professional Studies","IN",2,"12564",47327,24563
"Arizona College of Nursing-Dallas","TX",3,"9500",34657,39211
"EDP University of Puerto Rico-Humacao","PR",2,"10500",22844,16543
"EDP University of Puerto Rico-Manati","PR",2,"10500",22844,14489
"Fortis Institute-Cookeville","TN",3,"11501",34509,31068
"West Virginia Junior College-United Career Institute","PA",3,"8178",31912,23121
"Aviation Institute of Maintenance-Charlotte","NC",3,"12663",42759,25130
"Fortis College-Landover","MD",3,"9100",36920,33666
"Stautzenberger College-Rockford Career College","IL",3,"13127",34104,25508
"Arizona College of Nursing-Tampa","FL",3,"9500",34657,36515
"Arizona College of Nursing-Fort Lauderdale","FL",3,"9500",34657,42272
"Arizona College of Nursing-Tucson","AZ",3,"9500",34657,32730
"Arizona College of Nursing-Phoenix","AZ",3,"9500",34657,38789
"Dorsey College-Woodhaven","MI",3,"9500",29392,31409
"Triangle Tech-Chambersburg","PA",3,"12000",51953,27701
"Provo College-Idaho Falls Campus","ID",3,"24262",39645,34871
"Eagle Gate College-Boise Campus","ID",3,"20000",37518,34345
"Herzing University-Tampa","FL",2,"11756",36909,26118
"Galen Health Institutes-Miami Campus","FL",3,"16500",61480,33847
"Remington College-Online Dallas","TX",2,"9500",31349,28936
"Abilene Christian University-Undergraduate Online","TX",2,"14750",55736,19042
"Galen Health Institutes-Austin Campus","TX",3,"16500",61480,31562
"Galen Health Institutes-Nashville Campus","TN",3,"16500",61480,31743
"Arizona College of Nursing-Salt Lake City","UT",3,"9500",34657,35805
"Arizona College-Glendale","AZ",3,"9500",34657,31871
"Aviation Institute of Maintenance-Chicago","IL",3,"24250",53341,30941
"Evangel University-College of Online Learning","MO",2,"17495",46573,20433
"Marian University-Ancilla","IN",2,"20000",58759,36245
"Arizona College of Nursing-Southfield","MI",3,"9500",34657,38951
"Galen Health Institutes-Sarasota","FL",3,"16500",61480,54064
"Galen Health Institutes-Gainesville","FL",3,"16500",61480,54524
"Galen Health Institutes-Richmond","VA",3,"16500",61480,47865
"Galen Health Institutes-Myrtle Beach","SC",3,"16500",61480,49542
"Galen Health Institutes-Asheville","NC",3,"16500",61480,79782
"Arizona College of Nursing-Falls Church","VA",3,"9500",34657,38123
"Arizona College of Nursing-Ontario","CA",3,"9500",34657,43703
"Galen Health Institutes-Pikeville","KY",3,"16500",61480,42163
"Commonwealth University of Pennsylvania","PA",1,"19500",52416,25781
"Pennsylvania Western University","PA",1,"16750",47295,27618
